N	Stage	Well	1-Pentene	2-Methyl-1-butene	Pentane	Pentane, 2-methyl-	Pentane, 3-methyl-	1-Hexene	n-Hexane	Cyclopentane, methyl-	Pentane, 2,4-dimethyl-	Benzene	Cyclohexane	Hexane, 2-methyl-	Hexane, 3-methyl-	Cyclopentane, 1,3-dimethyl-, cis-	Cyclopentane, 1,3-dimethyl-, trans-	Cyclopentane, 1,2-dimethyl-, trans-	1-Heptene	Heptane	Cyclohexane, methyl-	Hexane, 2,5-dimethyl-	Toluene	Heptane, 3-methyl-	Cyclohexane, 1,4-dimethyl-, trans-	1-Octene	Cyclohexane, 1,2-dimethyl-, trans-	Octane	Ethylbenzene	Benzene, 1,3-dimethyl-	p-Xylene	o-Xylene	1-Nonene	Nonane	Benzene, propyl-	Benzene, 1-ethyl-3-methyl-	Benzene, 1-ethyl-4-methyl-	Mesitylene	Benzene, 1-ethyl-2-methyl-	Benzene, 1,2,4-trimethyl-	1-Decene	Decane	Benzene, n-butyl-	Undecane	Benzene, 1,2,4,5-tetramethyl-	Dodecane	Tridecane	Tetradecane	Pentadecane	Hexadecane	Heptadecane	Pentadecane, 2,6,10,14-tetramethyl-	Octadecane	Hexadecane, 2,6,10,14-tetramethyl-
52	1	field	2.29394	0.72861	13.85505	1.29206	1.17838	0.30418	7.61572	0.44158	0.11479	6.00975	0.06053	0.2687	0.28295	0.02657	0.01961	0.04346	1.11123	0.28375	0.08305	0.02311	1.0279	0.02875	0.00682	0.50576	0.01218	0.29764	0.12158	0.32351	0.07627	1.05866	0.15758	0.00001	25.16043	0.18328	0.07086	0.09031	0.06056	0.29452	0.05413	0.44556	0.04213	1.19489	0.0467	0.84672	0.6654	1.57982	1.25942	7.08153	0.47104	0.45172	0.43039	0.28822
53	1	field	1.33498	0.4587	3.65382	0.48359	0.37206	0.22061	2.36782	0.13217	0.05048	5.01662	0.01608	0.12863	0.14455	0.0115	0.0131	0.01583	0.76664	0.25585	0.05061	0.01427	0.70455	0.03443	0.00727	0.35659	0.00001	0.27876	0.11474	0.29738	0.09715	1.03865	0.12282	0.15549	0.13141	0.10786	0.03688	0.06462	0.04666	0.23507	0.02939	0.282	0.02909	1.06904	0.03481	0.83613	0.75572	2.26973	1.63977	12.47371	0.54261	0.63022	0.40749	0.40245
54	2	field	0.9159	0.30841	2.64904	0.09673	0.09021	0.15856	0.45733	0.03878	0.01591	2.89924	0.00001	0.02734	0.0391	0.00741	0.00745	0.011	0.30856	0.05921	0.02112	0.00778	0.27792	0.0171	0.00357	0.20911	0.00001	0.11935	0.05816	0.1267	0.04517	0.52652	0.0969	0.09665	0.11973	0.05569	0.0166	0.03418	0.02416	0.09951	0.03851	0.13867	0.02121	0.50037	0.01897	0.32072	0.25207	0.33609	0.25293	1.1914	0.12028	0.09943	0.07487	0.06662
55	2	field	2.48541	0.42241	5.37957	0.09904	0.1191	0.26232	0.60424	0.04518	0.03062	6.43742	0.01389	0.03519	0.08712	0.00622	0.00761	0.02362	0.54002	0.08215	0.04154	0.00743	0.60186	0.03026	0.00964	0.1101	0.00821	0.14363	0.09201	0.23408	0.07294	0.81992	0.03758	0.10848	0.0264	0.07112	0.02552	0.08721	0.03334	0.15129	0.01346	0.20238	0.01276	0.78451	0.02255	0.47501	0.32251	0.42949	0.13259	0.21048	0.00001	0.00001	0.00001	0.00001
56	1	field	1.24853	0.37499	1.6653	0.11842	0.08983	0.22602	0.56456	0.04249	0.02249	3.09096	0.01326	0.01966	0.03492	0.00001	0.00001	0.00198	0.36578	0.06239	0.01833	0.01672	0.31441	0.0091	0.00001	0.21597	0.00001	0.13164	0.06615	0.15438	0.03635	0.53227	0.0666	0.19742	1.21455	0.0663	0.02502	0.04531	0.0251	0.13414	0.02391	0.19051	0.02376	0.68518	0.02114	0.42439	0.42493	0.8371	0.58447	2.54395	0.25872	0.16449	0.12357	0.1395
57	1	field	1.07757	0.35583	2.13903	0.1357	0.14153	0.21198	0.58537	0.06049	0.03472	4.30208	0.01682	0.05484	0.09408	0.0083	0.00906	0.02352	0.42317	0.08434	0.04264	0.00001	0.43333	0.02138	0.00001	0.17103	0.00001	0.21831	0.10119	0.23906	0.07872	0.91333	0.06681	0.18261	0.07923	0.11524	0.03707	0.06511	0.05302	0.26781	0.00001	0.30378	0.038	1.12595	0.04107	0.65699	0.75601	1.42864	0.9949	4.73886	0.33983	0.32812	0.13649	0.17438
58	1	field	2.11664	0.80956	5.7729	0.27691	0.24386	0.39678	1.0243	0.10662	0.03281	5.11113	0.02979	0.03563	0.07611	0.00616	0.00916	0.02575	0.57869	0.19157	0.04619	0.02304	0.4966	0.02902	0.00652	0.19814	0.00845	0.25905	0.08701	0.18787	0.07938	0.75844	0.09497	0.17179	0.07132	0.08704	0.03736	0.05493	0.03662	0.19507	0.0542	0.27354	0.03349	1.05942	0.03834	0.7441	0.81421	2.80286	1.73968	10.19717	0.90793	0.6377	0.84749	0.58318
59	2	field	0.88005	0.28925	6.63638	0.24021	0.18543	0.17086	0.93382	0.09972	0.01692	3.58139	0.0404	0.05257	0.08384	0.01006	0.00616	0.02174	0.34429	0.11558	0.0367	0.04148	0.38209	0.09401	0.00789	0.41738	0.00628	0.22555	0.07129	0.13992	0.0656	0.64077	0.21303	0.18453	0.03453	0.06835	0.02681	0.04194	0.03142	0.14174	0.03016	0.1891	0.02246	0.55042	0.01884	0.33602	0.2603	0.48236	0.34767	1.58697	0.11427	0.11034	0.07174	0.09506
60	1	field	1.13628	0.4086	1.95955	0.13898	0.08527	0.20127	0.57235	0.03137	0.0161	3.71006	0.01614	0.02843	0.05573	0.00836	0.00001	0.01155	0.40102	0.09757	0.02192	0.00001	0.2993	0.01149	0.00001	0.25082	0.00001	0.18836	0.05944	0.14648	0.05462	0.59349	0.15435	2.37928	0.03094	0.05873	0.02542	0.0383	0.03183	0.1352	0.02431	0.13826	0.0213	0.57576	0.0233	0.36809	0.34645	0.7686	0.49203	3.23908	0.2197	0.17207	0.19412	0.15504
61	2	field	0.71499	0.22617	2.79079	0.08618	0.07221	0.11477	0.3469	0.0382	0.02643	3.44624	0.02061	0.0419	0.08686	0.00691	0.00786	0.02533	0.32264	0.07857	0.04159	0.01891	0.2727	0.01562	0.00001	0.55191	0.00001	0.22288	0.05609	0.14796	0.0591	0.65146	0.07593	0.10394	0.03671	0.0776	0.02646	0.0594	0.04301	0.25027	0.04215	0.48432	0.04521	1.94324	0.06125	0.57812	0.39394	1.33551	0.39096	4.28013	0.15484	0.134	0.13609	0.09308
62	1	field	1.4819	0.54185	4.33685	1.12858	1.00461	0.22914	5.49751	0.36913	0.12963	3.7349	0.04599	0.10883	0.228	0.02597	0.02844	0.12381	0.77112	0.2953	0.13495	0.04271	1.19124	0.04912	0.01345	0.61438	0.01215	0.50865	0.2577	0.63811	0.29436	2.18436	0.20431	0.4566	0.11804	0.22087	0.08472	0.10893	0.11009	0.47283	0.04289	0.69365	0.06774	1.38475	0.04455	0.68134	0.51704	0.74285	0.48879	1.95197	0.19095	0.21002	0.18725	0.13247
63	2	field	0.70481	0.29128	5.01362	0.05021	0.07464	0.12975	0.4504	0.03973	0.01514	3.31595	0.01215	0.02131	0.02504	0.00001	0.00001	0.0107	0.24208	0.05456	0.02136	0.02513	0.21405	0.01609	0.00001	0.21395	0.02321	0.12499	0.04946	0.11812	0.05653	0.43639	0.13034	0.08754	0.02416	0.04773	0.02193	0.03214	0.02338	0.09643	0.00924	0.12265	0.01702	0.43824	0.01633	0.29289	0.28457	0.64126	0.40794	2.31888	0.17877	0.13826	0.21275	0.14075
64	2	field	3.30395	0.77254	18.53572	0.53306	0.36792	0.49062	4.67234	0.16605	0.06622	8.35105	0.03741	0.09478	0.09244	0.00653	0.00837	0.0129	0.75857	0.28123	0.04322	0.04637	1.66559	0.05243	0.01425	0.60866	0.01097	0.56188	0.27196	0.71487	0.35271	1.81804	0.4162	0.85198	0.14428	0.28395	0.13165	0.12825	0.12449	0.69162	0.08833	1.12256	0.09834	2.27041	0.07906	2.45913	1.7312	5.3123	2.79848	21.07601	1.26659	0.70911	1.68401	0.75304
65	1	field	1.0311	0.27811	6.90267	0.21369	0.16738	0.15837	1.292	0.10495	0.05079	3.92626	0.02723	0.07408	0.14734	0.0126	0.01048	0.04131	0.40804	0.11576	0.05701	0.01444	0.83657	0.02129	0.00001	0.39966	0.00001	0.58546	0.29531	1.03895	0.52135	3.37843	0.20787	1.54892	0.22428	0.51361	0.20185	0.13846	0.17831	0.67976	0.02939	0.80439	0.04672	1.22442	0.03149	0.57629	0.55712	0.78871	0.59923	2.0311	0.17331	0.23756	0.30271	0.16433
66	2	field	0.61202	0.19191	1.05781	0.02604	0.05756	0.11596	0.51481	0.01757	0.01064	1.95577	0.01169	0.01925	0.00001	0.00001	0.00832	0.00263	0.20592	0.04762	0.01312	0.01484	0.19526	0.01646	0.00706	0.19763	0.00434	0.10664	0.04512	0.10357	0.03193	0.44385	0.11917	0.10314	0.0176	0.03995	0.01905	0.02812	0.02387	0.11207	0.01938	0.17156	0.02093	0.61973	0.0199	0.38642	0.42	0.68214	0.72412	3.82619	0.57137	0.22565	0.49457	0.20799
67	2	field	1.86779	0.53209	4.36135	0.12077	0.16922	0.30756	0.78675	0.06689	0.02694	6.40982	0.02201	0.03493	0.05145	0.00437	0.00941	0.00777	0.54906	0.10846	0.02533	0.01301	0.59059	0.03125	0.01053	0.75353	0.00823	0.38188	0.10534	0.24343	0.11402	0.96549	0.47224	0.26972	0.05347	0.10995	0.04193	0.0828	0.05317	0.24939	0.08491	0.45193	0.05321	1.6553	0.0381	1.03097	1.22895	2.03404	1.93406	5.26638	0.75182	0.63231	0.25305	0.43102
68	1	field	1.84935	0.73174	4.1914	0.26288	0.16336	0.4007	0.74083	0.09238	0.06414	6.22715	0.03846	0.06895	0.1483	0.01633	0.02386	0.06784	0.50775	0.13691	0.08693	0.04775	0.65967	0.02915	0.00636	0.25904	0.0136	0.22053	0.12455	0.25719	0.12183	1.12816	0.11674	0.15958	0.06892	0.10849	0.04609	0.07243	0.04866	0.22898	0.03146	0.24644	0.0402	0.89089	0.0364	0.48229	0.48198	0.67395	0.72165	1.69346	0.17706	0.23305	0.20218	0.18059
69	2	field	1.14675	0.33217	7.16877	0.19369	0.14994	0.24819	1.78702	0.06691	0.0229	3.9879	0.01346	0.058	0.07818	0.00001	0.00001	0.0124	0.33813	0.12353	0.02546	0.02494	0.45662	0.01597	0.00001	0.10951	0.00001	0.1304	0.06375	0.14081	0.04647	0.52944	0.04624	0.08643	0.0285	0.05288	0.01988	0.03155	0.02553	0.10005	0.00001	0.11391	0.01724	0.40687	0.02037	0.25877	0.26567	0.44617	0.49443	1.44445	0.13393	0.13297	0.07021	0.10494
70	2	field	2.49618	0.88995	5.72972	0.46927	0.2568	0.38572	3.9647	0.07785	0.04225	5.59091	0.02312	0.08945	0.07097	0.0068	0.00997	0.01541	0.47568	0.21363	0.04586	0.04034	1.08309	0.03285	0.00707	0.31789	0.04031	0.31744	0.18051	0.43364	0.18718	1.12816	0.16034	0.27019	0.06957	0.17284	0.06307	0.09055	0.07585	0.36526	0.05956	0.50713	0.04962	1.36901	0.04781	1.07332	1.07151	2.60551	1.72007	4.44264	0.51155	0.48208	0.28901	0.27771
71	1	field	1.31123	0.46183	1.61477	0.54702	0.09197	0.35775	0.41768	0.02931	0.02365	4.06889	0.01762	0.06743	0.19672	0.01593	0.0142	0.03928	0.32251	0.09882	0.04873	0.01975	0.34935	0.01409	0.00554	0.2148	0.00001	0.15089	0.07034	0.15845	0.05491	0.70757	0.07627	0.09602	0.0326	0.06912	0.02049	0.04063	0.03023	0.13594	0.02058	0.14604	0.02102	0.61993	0.02172	0.41799	0.40232	0.57465	0.60368	1.83309	0.28625	0.16716	0.12193	0.13535
72	2	field	1.01311	0.27875	2.42931	0.09101	0.07392	0.14582	0.41388	0.03371	0.01542	2.85908	0.00813	0.02541	0.04256	0.00726	0.00773	0.00924	0.23703	0.07507	0.01768	0.02489	0.27102	0.01785	0.00001	0.11189	0.00001	0.12007	0.046	0.11436	0.04866	0.47486	0.06859	0.10555	0.02322	0.04759	0.02013	0.03866	0.0242	0.11923	0.02758	0.17492	0.02193	0.70982	0.01885	0.38699	0.33584	0.55207	0.41546	2.68594	0.19002	0.18742	0.1325	0.18912
74	1	field	1.31993	0.42204	1.68455	0.40377	0.37761	0.21263	13.41522	0.17079	0.05909	3.93841	0.03279	0.0617	0.07618	0.00556	0.00913	0.01516	0.39008	0.20403	0.04528	0.00001	0.49109	0.02836	0.01116	0.52304	0.00835	0.40246	0.11123	0.25007	0.11457	0.86667	0.23784	0.32448	0.05263	0.0993	0.03671	0.05473	0.05134	0.23025	0.04806	0.42068	0.0436	1.21536	0.0335	0.80005	0.63169	0.85161	0.8323	1.8093	0.27221	0.31343	0.36631	0.19243
75	2	field	0.61217	0.18464	1.445	0.06493	0.07226	0.08471	0.29227	0.02931	0.0201	2.84072	0.01825	0.02661	0.06744	0.00834	0.01025	0.01771	0.21241	0.05142	0.02978	0.00802	0.21334	0.01288	0.00001	0.11167	0.00001	0.10825	0.05172	0.09536	0.0432	0.48	0.0701	0.10821	0.02138	0.04658	0.01718	0.03539	0.02615	0.11364	0.01815	0.14615	0.01704	0.56342	0.01807	0.29791	0.28024	0.38246	0.33995	1.06355	0.11238	0.11845	0.13157	0.08158
76	2	field	1.80421	0.41532	4.10542	0.06789	0.20371	0.24754	0.68158	0.07478	0.0398	4.76325	0.01437	0.04069	0.07561	0.00001	0.00641	0.01581	0.40201	0.09489	0.0306	0.01464	0.48537	0.03292	0.00564	0.15724	0.00001	0.3167	0.10099	0.20805	0.08921	0.85338	0.09199	0.16827	0.04958	0.09964	0.04378	0.07086	0.05027	0.2394	0.05349	0.34021	0.04941	1.42232	0.04441	0.72716	0.793	1.50301	1.1799	7.29573	0.43534	0.37406	0.42677	0.29324
77	1	field	0.81308	0.31209	3.45335	0.12613	0.10358	0.1239	0.56212	0.05608	0.02015	4.67914	0.02386	0.04104	0.06897	0.01068	0.00509	0.0226	0.29815	0.01946	0.03331	0.01506	0.30091	0.01433	0.00367	0.10808	0.00559	0.11913	0.05652	0.12691	0.05003	0.59748	0.05545	0.09692	0.03072	0.05598	0.02014	0.03173	0.02834	0.14249	0.01467	0.16359	0.02372	0.70132	0.02259	0.4313	0.44955	0.85197	0.50437	2.90197	0.16098	0.15673	0.1589	0.09014
78	2	field	0.86058	0.20619	0.77201	0.06331	0.04879	0.15365	0.25294	0.02088	0.0161	2.67427	0.00001	0.02503	0.04686	0.00001	0.00001	0.0104	0.2428	0.05422	0.01421	0.01622	0.21445	0.01705	0.00001	0.20412	0.00001	0.12827	0.05366	0.12316	0.03536	0.70041	0.1048	0.11194	0.03107	0.05502	0.02345	0.04556	0.02792	0.13087	0.04086	0.18904	0.02907	0.71513	0.02644	0.40385	0.39663	0.50865	0.48137	1.28171	0.21753	0.18052	0.05811	0.14162
79	2	field	3.55693	0.63588	12.43551	0.77782	0.745	0.5609	3.80832	0.27526	0.12464	7.45501	0.05477	0.20048	0.27824	0.03065	0.03261	0.15457	1.09327	0.29822	0.14662	0.06726	1.68472	0.08879	0.0134	0.7568	0.01546	0.83386	0.29154	0.8446	0.48334	1.7196	0.38888	0.37749	0.13705	0.2914	0.1499	0.12125	0.11469	0.64471	0.05937	0.66996	0.08678	2.46471	0.07782	1.9035	1.18534	1.92709	1.49286	1.99606	0.39811	0.48695	0.49418	0.24275
81	1	field	0.87076	0.28575	4.38553	0.31127	0.2166	0.19447	3.37107	0.07336	0.03391	3.00197	0.01386	0.07195	0.10679	0.00832	0.00898	0.02232	0.38187	0.15184	0.0342	0.0262	0.82606	0.0242	0.00712	0.13592	0.00577	0.17226	0.1057	0.23076	0.08892	0.81453	0.07719	0.13595	0.04154	0.08669	0.03842	0.0933	0.04479	0.21813	0.02391	0.24611	0.02863	1.09459	0.03436	0.49294	0.42938	0.47995	0.35072	1.25183	0.10777	0.1342	0.19469	0.10949
82	2	field	1.30828	0.43613	1.79413	0.1033	0.05505	0.24551	0.37943	0.03176	0.01587	2.86944	0.0148	0.01831	0.02912	0.00653	0.00603	0.01711	0.21788	0.07215	0.02424	0.00632	0.26838	0.00742	0.00001	0.25618	0.00001	0.14001	0.0589	0.15091	0.05732	0.47527	0.38866	0.10954	0.02852	0.06222	0.02129	0.11931	0.03063	0.14121	0.04905	0.17497	0.01967	0.73901	0.0219	0.36771	0.29364	0.25535	0.22074	0.38089	0.04432	0.07721	0.06433	0.05078
83	1	field	1.45062	0.4004	2.41447	0.16981	0.13	0.23604	0.7986	0.04586	0.01841	3.5161	0.00713	0.02958	0.04779	0.00523	0.00379	0.01027	0.36809	0.08115	0.02612	0.00001	0.36508	0.01879	0.00171	0.10632	0.00795	0.13015	0.09032	0.15267	0.0558	0.69812	0.04836	0.10688	0.03631	0.07577	0.03468	0.07018	0.03808	0.18833	0.0309	0.26082	0.03129	1.18974	0.03762	0.68463	0.49879	1.43487	0.78248	11.16046	0.41529	0.30562	0.33855	0.29872
85	2	field	1.95585	0.54434	16.80997	0.6669	0.44115	0.40392	2.26797	0.18129	0.07885	5.43098	0.0207	0.14817	0.16092	0.01006	0.0218	0.01871	0.8978	0.21522	0.05303	0.02113	0.90384	0.06309	0.01132	0.25082	0.01398	0.41496	0.2608	0.45618	0.24859	1.65468	0.13744	0.31335	0.09227	0.20392	0.08243	0.14083	0.09649	0.51232	0.05688	0.76752	0.08458	3.01783	0.08558	2.02022	1.54349	2.24577	1.51884	5.72032	0.52347	0.5033	0.34025	0.31044
86	1	field	1.42274	0.3597	3.75694	0.41537	0.3961	0.26753	2.35532	0.10035	0.07287	4.12307	0.01788	0.07476	0.16517	0.01275	0.01758	0.0256	0.73332	0.1253	0.07189	0.02607	0.63122	0.01642	0.0093	0.27951	0.0135	0.17177	0.10185	0.22244	0.10121	1.10235	0.29535	0.16954	0.04411	0.09013	0.03063	0.29624	0.04248	0.23312	0.04227	0.32109	0.03256	1.29928	0.0357	0.59626	0.49996	0.87713	0.42074	3.71096	0.20395	0.18724	0.11936	0.14532
87	2	field	1.51627	0.36265	3.3574	0.16522	0.20811	0.21074	0.61175	0.09337	0.0275	4.67544	0.0272	0.04615	0.07008	0.00759	0.00936	0.02696	0.32382	0.23361	0.06052	0.03605	0.59643	0.04476	0.01098	0.78574	0.01697	0.6311	0.15273	0.31986	0.15091	1.36068	0.54412	0.45734	0.07554	0.16943	0.0669	0.29335	0.07993	0.39487	0.12783	0.6895	0.05088	2.35982	0.07179	1.54642	1.18566	1.77703	1.3011	7.62555	0.52339	0.45734	0.44118	0.37887
88	1	field	1.22301	0.36808	2.02952	0.15091	0.09829	0.18649	1.12447	0.03464	0.02023	2.88206	0.0116	0.03262	0.07899	0.00576	0.00565	0.01904	0.24274	0.07636	0.028	0.01484	0.33224	0.0136	0.0046	0.15911	0.00676	0.16809	0.08145	0.21574	0.09328	0.93155	0.0899	0.20951	0.05359	0.09375	0.03696	0.11636	0.0396	0.22882	0.02924	0.515	0.04712	1.6881	0.03328	0.67187	0.44072	0.58587	0.34574	1.47166	0.1067	0.15832	0.14443	0.0745
90	1	field	1.10855	0.44028	0.81282	0.11485	0.06679	0.21114	0.39048	0.02169	0.02466	3.14626	0.01112	0.01506	0.02391	0.00001	0.00001	0.00431	0.3143	0.06376	0.01671	0.01346	0.29272	0.01003	0.00001	0.18042	0.00001	0.1295	0.05864	0.1561	0.03873	0.58061	0.12663	0.1081	0.033	0.06293	0.02149	0.06753	0.03095	0.17823	0.02018	0.22936	0.02421	1.0471	0.02766	0.59172	0.51726	0.8313	0.49324	0.35345	0.24804	0.20861	0.1604	0.15114
91	2	field	3.17783	0.49912	17.59676	1.01365	0.89888	0.82124	8.59866	0.25351	0.27489	6.22993	0.03946	0.2963	0.35592	0.0395	0.03406	0.0601	2.9449	0.36894	0.17149	0.11022	1.96183	0.2623	0.0388	0.50895	0.0411	1.69435	0.76437	2.32373	1.18472	10.31343	0.39827	5.39611	0.61287	1.4181	0.54784	0.66453	0.65289	1.99428	0.20249	5.76377	0.22749	4.38165	0.08313	1.81642	1.24897	2.08932	0.95478	3.63525	0.30675	0.34634	0.34794	0.20076
92	1	field	0.77104	0.2736	1.70809	0.37218	0.29727	0.12548	5.07283	0.0415	0.05698	3.15652	0.01731	0.08093	0.10001	0.00936	0.01163	0.01676	1.03403	0.12103	0.04278	0.02896	0.49359	0.01647	0.00001	0.1882	0.00001	0.18235	0.08667	0.20961	0.08026	0.71477	0.11226	0.12715	0.03899	0.08446	0.02906	0.08934	0.04101	0.21035	0.01624	0.2808	0.03036	1.14734	0.03349	0.66414	0.52329	0.81875	0.52057	2.74994	0.16649	0.16494	0.13703	0.09774
93	1	field	0.7824	0.18114	1.68558	0.03861	0.05523	0.11636	0.22111	0.02865	0.01279	0.8391	0.01066	0.01045	0.01647	0.00001	0.01852	0.00649	0.13874	0.0197	0.00957	0.00001	0.06749	0.00001	0.00001	0.04127	0.00001	0.03703	0.01767	0.02818	0.0121	0.14403	0.01845	0.03334	0.00884	0.01337	0.00509	0.01503	0.01078	0.03716	0.01186	0.05127	0.00524	0.22431	0.00488	0.13459	0.11846	0.16259	0.16398	0.827	0.06235	0.05226	0.0896	0.04555
94	2	field	2.94344	1.15655	31.02598	0.40475	0.29891	0.47564	2.26189	0.18236	0.04709	7.54556	0.0532	0.06973	0.15044	0.01428	0.01079	0.02515	0.58433	0.1802	0.05291	0.08582	0.61195	0.02338	0.00959	0.84782	0.02494	0.35013	0.16135	0.31019	0.11434	1.19277	0.56291	0.00001	0.07207	0.15993	0.07295	0.16993	0.08461	0.39346	0.18616	0.46263	0.07026	2.05675	0.0707	1.3522	1.17101	2.54484	1.58238	11.01855	0.62069	0.51328	1.41024	0.37327
95	1	field	1.18363	0.23372	3.86581	0.11031	0.07415	0.13456	0.89268	0.0339	0.01161	0.96648	0.00001	0.02728	0.02788	0.00001	0.00001	0.00406	0.15825	0.07275	0.01026	0.00001	0.12415	0.01281	0.00001	0.12521	0.00001	0.14258	0.02886	0.0641	0.03064	0.24355	0.02552	0.05516	0.02789	0.02757	0.00981	0.02201	0.01196	0.06186	0.00001	0.07992	0.00802	0.28856	0.00893	0.13276	0.11355	0.18114	0.08119	0.64009	0.02772	0.03475	0.03604	0.0316
96	2	field	1.55241	0.59222	2.16673	0.11712	0.10691	0.2904	0.49369	0.04934	0.02692	5.25275	0.01793	0.04016	0.09421	0.00697	0.01379	0.0234	0.40791	0.10147	0.03936	0.00001	0.41579	0.01459	0.00001	0.25922	0.01099	0.20111	0.07094	0.12879	0.02684	0.63831	0.43579	0.16369	0.05284	0.09089	0.03027	0.11526	0.0466	0.21052	0.05105	0.3689	0.04768	2.12087	0.05198	1.26718	1.10523	1.96651	1.54114	8.78579	0.63533	0.44232	0.58805	0.39827
97	2	field	2.6372	0.87531	21.91609	0.67485	0.44502	0.29536	1.86201	0.13213	0.04524	4.37609	0.02595	0.00001	0.0882	0.00964	0.01356	0.02565	0.5008	0.17517	0.04776	0.00001	0.64777	0.10143	0.00001	0.44845	0.038	0.38898	0.14252	0.43789	0.27636	1.43154	0.2332	0.54871	0.18497	0.37557	0.18568	0.11489	0.1457	1.12848	0.08587	1.38214	0.11069	3.04666	0.12474	2.14093	1.24367	5.49177	3.78678	16.79428	0.77141	0.68502	1.87963	0.60298
98	1	field	1.20384	0.50612	1.01566	0.12455	0.05063	0.20747	0.25864	0.02218	0.01174	1.1412	0.00001	0.00989	0.00001	0.00001	0.00001	0.00001	0.10495	0.03723	0.01046	0.00001	0.08909	0.00001	0.00001	0.05503	0.00001	0.06267	0.01763	0.04205	0.01669	0.16822	0.03703	0.04267	0.00782	0.01225	0.00551	0.01841	0.00643	0.04253	0.01236	0.07346	0.00802	0.30299	0.0054	0.16291	0.11476	0.21214	0.13624	0.88652	0.0615	0.05284	0.04209	0.04222
99	1	field	1.88018	0.50336	4.09839	0.25088	0.19216	0.29134	0.75353	0.07743	0.0372	4.4148	0.01679	0.03857	0.04569	0.00001	0.00001	0.00742	0.33193	0.09185	0.02019	0.00001	0.4036	0.02292	0.00001	0.29338	0.00001	0.21881	0.07718	0.20511	0.05518	0.83506	0.08158	0.14993	0.05351	0.1078	0.03375	0.10024	0.04187	0.24174	0.0484	0.34655	0.03155	1.78209	0.03912	1.05268	0.72442	1.67012	0.99396	6.69479	0.39835	0.33581	0.37668	0.24939
100	2	field	3.27416	0.85063	29.18465	0.31195	0.33187	0.46652	2.14446	0.18388	0.04625	8.17926	0.06703	0.03644	0.06707	0.00702	0.0102	0.02668	0.50228	0.09511	0.05798	0.01716	0.57117	0.0306	0.0071	0.27823	0.00001	0.21915	0.08846	0.32322	0.05535	0.8456	0.1359	0.15977	0.07622	0.1049	0.03113	0.26971	0.06065	0.27447	0.05299	0.35884	0.02825	2.6692	0.04679	1.30266	1.22803	1.77054	0.76122	4.63199	0.12748	0.29698	0.145	0.15444
101	2	field	2.27875	1.43134	22.03334	2.2012	1.04572	0.55877	35.66783	0.18069	0.36333	7.5585	0.04248	2.85111	2.31338	0.17099	0.12873	0.08099	1.52234	2.14519	0.16366	0.30275	22.95673	0.82603	0.0619	0.24371	0.04423	0.82594	0.88833	2.36114	0.88071	3.62928	0.11579	1.02197	0.24985	0.37911	0.12967	0.2221	0.13632	0.60017	0.03475	0.78474	0.04974	5.20575	0.03563	0.75176	0.57759	1.35862	0.71737	5.01661	0.30009	0.24726	0.21263	0.18531
102	1	field	1.36389	0.40317	3.58109	0.292	0.12304	0.26247	0.80683	0.06887	0.02251	4.78783	0.02854	0.03395	0.02051	0.00989	0.00911	0.00601	0.53195	0.113	0.03183	0.03138	0.61406	0.01118	0.00001	0.54002	0.00652	0.12925	0.07408	0.1758	0.02645	0.69476	0.11072	0.2765	0.97056	0.09357	0.03992	0.16165	0.03679	0.24886	0.04452	0.35109	0.05707	1.64812	0.03513	0.79058	0.6729	1.32189	0.60617	4.28728	0.20779	0.18268	0.15486	0.19847
103	1	field	0.72059	0.20508	2.10481	0.09324	0.05538	0.08789	0.3489	0.03182	0.00884	1.7777	0.00001	0.01545	0.02579	0.00001	0.00001	0.00716	0.1038	0.03294	0.01019	0.00001	0.10414	0.00001	0.00001	0.26264	0.00001	0.05512	0.02069	0.04755	0.01651	0.20587	0.04053	0.0819	0.23718	0.01814	0.00649	0.02947	0.00877	0.04718	0.00001	0.11972	0.01193	39.65577	0.00979	0.24413	0.18522	0.3325	0.20171	1.91861	0.07997	0.08376	0.34658	0.10457
104	1	field	1.40209	0.39423	3.85257	0.27639	0.10361	0.26976	0.86282	0.05954	0.03242	4.09198	0.02175	0.0445	0.06607	0.00702	0.00514	0.02653	0.50657	0.13752	0.03583	0.00001	0.40669	0.01634	0.00001	0.75408	0.01702	0.29332	0.08689	0.19165	0.03277	0.88362	0.20689	0.27389	0.76358	0.1172	0.04273	0.16569	0.06009	0.28046	0.06322	0.37758	0.04857	1.9363	0.0477	0.98766	0.8821	1.96424	1.26994	10.56058	0.56127	0.3118	0.91857	0.28316
105	2	field	1.52703	0.44037	14.05641	0.27274	0.2188	0.22393	1.40287	0.13055	0.04148	4.18754	0.02144	0.06867	0.19531	0.01595	0.0233	0.06586	0.35125	0.13377	0.07621	0.0574	0.44706	0.07302	0.01782	0.40938	0.06088	0.29982	0.11879	0.23503	0.07311	1.16134	0.18233	0.33875	0.55937	0.14496	0.05442	0.21145	0.0668	0.36889	0.08316	0.47171	0.05419	2.35995	0.0582	1.48286	1.02379	2.1766	1.34052	12.10103	0.50124	0.44948	1.16634	0.38593
