N	Stage	Well	1-Pentene	2-Methyl-1-butene	Pentane	Pentane, 2-methyl-	Pentane, 3-methyl-	1-Hexene	n-Hexane	Cyclopentane, methyl-	Pentane, 2,4-dimethyl-	Benzene	Cyclohexane	Hexane, 2-methyl-	Hexane, 3-methyl-	Cyclopentane, 1,3-dimethyl-, cis-	Cyclopentane, 1,3-dimethyl-, trans-	Cyclopentane, 1,2-dimethyl-, trans-	1-Heptene	Heptane	Cyclohexane, methyl-	Hexane, 2,5-dimethyl-	Toluene	Heptane, 3-methyl-	Cyclohexane, 1,4-dimethyl-, trans-	1-Octene	Cyclohexane, 1,2-dimethyl-, trans-	Octane	Ethylbenzene	Benzene, 1,3-dimethyl-	p-Xylene	o-Xylene	1-Nonene	Nonane	Benzene, propyl-	Benzene, 1-ethyl-3-methyl-	Benzene, 1-ethyl-4-methyl-	Mesitylene	Benzene, 1-ethyl-2-methyl-	Benzene, 1,2,4-trimethyl-	1-Decene	Decane	Benzene, n-butyl-	Undecane	Benzene, 1,2,4,5-tetramethyl-	Dodecane	Tridecane	Tetradecane	Pentadecane	Hexadecane	Heptadecane	Pentadecane, 2,6,10,14-tetramethyl-	Octadecane	Hexadecane, 2,6,10,14-tetramethyl-
158	2	field	2.92544	1.73385	8.04742	1.48949	0.75438	0.46538	2.30395	0.33972	0.10961	7.83629	0.05879	0.35553	0.42036	0.05088	0.05625	0.10925	0.37637	0.30705	0.13564	0.06881	3.22258	0.27985	0.01416	0.24059	0.00001	0.34939	0.31371	0.84084	0.40217	1.3666	0.1324	0.2467	0.09911	0.25718	0.10594	0.19642	0.09503	0.48468	0.00001	0.38115	0.0377	1.3896	0.04723	0.71899	0.61793	1.22099	1.14931	3.96947	0.48832	0.38409	0.39305	0.29948
159	1	field	1.39929	0.48614	4.08988	0.25745	0.1258	0.24496	0.74261	0.06425	0.02404	5.00443	0.02136	0.03623	0.05518	0.00001	0.00001	0.00606	0.2463	0.10693	0.02955	0.00001	0.60522	0.01624	0.00001	0.13277	0.00001	0.15839	0.11996	0.32365	0.11643	1.00947	0.10117	0.28637	0.05469	0.137	0.0518	0.11419	0.05871	0.2828	0.04508	0.41823	0.04339	1.82818	0.04183	1.07716	0.93383	3.01028	1.35213	13.11578	0.51821	0.5158	1.28271	0.47271
161	2	field	1.95806	0.55346	4.16626	0.23283	0.19645	0.28286	0.86922	0.08264	0.02834	4.67346	0.01095	0.08412	0.08668	0.01313	0.0101	0.01573	0.41556	0.14889	0.02891	0.03691	1.60364	0.04622	0.00001	0.13611	0.00001	0.25506	0.17693	0.49369	0.19926	0.90786	0.07609	0.197	0.06423	0.14772	0.06232	0.05547	0.04973	0.29192	0.0256	0.23216	0.02242	0.77462	0.02282	0.76756	0.69612	1.62655	1.12771	3.36928	0.29066	0.40082	0.39644	0.17393
162	2	field	3.65901	0.88986	13.00961	0.71208	0.39904	0.58902	3.11347	0.15448	0.0499	8.22942	0.053	0.13721	0.14097	0.00174	0.00903	0.0124	0.67972	0.22619	0.03161	0.04153	1.11192	0.03307	0.00001	0.21693	0.00001	0.22588	0.14371	0.27389	0.12563	0.63442	0.0896	0.13524	0.03561	0.07187	0.0245	0.04358	0.03163	0.13961	0.03408	0.16695	0.02574	0.54549	0.01478	0.37824	0.39099	0.68549	1.2142	2.3331	0.23543	0.28511	0.11857	0.175
163	2	field	1.8222	0.62952	37.98815	1.66587	0.94531	0.42694	30.37009	0.20044	0.21936	6.96196	0.05041	0.40625	0.37373	0.03641	0.02198	0.03222	2.36229	0.35473	0.11852	0.05444	2.06137	0.06791	0.01637	0.17903	0.01678	0.24612	0.17685	0.35786	0.16289	1.08608	0.09199	0.29254	0.0598	0.11525	0.05007	0.06221	0.06285	0.26133	0.03272	0.47852	0.03758	1.06666	0.02808	0.55463	0.65994	1.22826	1.30119	3.75117	0.36638	0.3097	0.22665	0.22606
164	2	field	3.11514	0.6239	7.66573	0.33795	0.19418	0.40631	1.47257	0.08761	0.03576	9.83291	0.0252	0.04567	0.06887	0.00971	0.00954	0.0142	0.4567	0.11942	0.02322	0.01442	0.56083	0.02831	0.00527	0.07869	0.00667	0.14694	0.08548	0.17193	0.09546	0.64952	0.07314	0.35799	0.69704	0.06861	0.03122	0.03693	0.03585	0.1603	0.04998	0.2694	0.03785	0.81376	0.02134	0.50698	0.62057	1.49253	1.20566	3.60028	0.41402	0.36705	0.16001	0.30714
165	2	field	3.34703	0.83	8.91115	0.36979	0.18909	0.53174	1.05876	0.08505	0.0545	7.06863	0.03775	0.10187	0.17596	0.01364	0.01531	0.03244	0.62902	0.2026	0.05313	0.00001	0.67664	0.11972	0.00001	0.42127	0.01072	0.32057	0.14391	0.29065	0.12772	0.97725	0.14029	0.26576	0.08513	0.13083	0.05767	0.0707	0.06288	0.31227	0.05253	0.37247	0.04044	1.13959	0.03966	0.94947	0.90238	1.79755	1.67655	5.9102	0.73721	0.50242	0.82222	0.45107
166	1	field	2.735	0.78589	25.88251	0.59378	0.54469	0.43383	4.63431	0.23609	0.08263	7.0292	0.07761	0.14538	0.19156	0.01445	0.01397	0.02418	1.05375	0.23017	0.06024	0.05886	1.27555	0.05194	0.00653	0.22878	0.00539	0.27583	0.20247	0.47669	0.16706	1.98059	0.11435	0.45211	0.12092	0.18728	0.05843	0.09377	0.08894	0.37412	0.06871	0.95617	0.0946	1.57978	0.04158	0.73386	0.89632	1.1944	1.062	0.93905	0.18224	0.29484	0.24274	0.10152
167	2	field	1.80214	0.53937	3.17555	0.27562	0.13938	0.27735	0.59037	0.06668	0.02746	5.26366	0.02096	0.04352	0.04329	0.00803	0.00628	0.02099	0.6012	0.11039	0.03169	0.03553	0.46399	0.02371	0.01053	0.41532	0.00724	0.17576	0.08665	0.19062	0.078	0.61268	0.10375	0.13771	0.03438	0.07819	0.03108	0.05487	0.03406	0.16563	0.04954	0.22357	0.02901	0.81006	0.02306	0.5076	0.55759	1.00307	1.00547	2.87924	0.26623	0.26518	0.27663	0.15314
168	1	field	1.84256	0.53412	9.04932	0.33641	0.24225	0.26976	1.75554	0.10579	0.03746	5.92352	0.03553	0.19421	0.15037	0.01253	0.0114	0.03377	0.56165	0.24545	0.06642	0.00001	1.44711	0.03221	0.00679	0.29011	0.00001	0.27579	0.44873	0.62659	0.38928	1.82833	1.02376	0.35601	0.11333	0.24003	0.08766	0.08972	0.12568	0.51254	0.07601	0.92901	0.05334	2.03607	0.05042	1.02404	0.82715	1.09134	1.10207	2.01674	0.18186	0.32109	0.16591	0.10446
169	1	field	2.34056	0.58882	2.60593	0.21937	0.12747	0.44202	1.22673	0.05995	0.03401	6.08077	0.03533	0.09525	0.14725	0.00958	0.01649	0.04041	0.53264	0.16845	0.06569	0.02553	1.08651	0.03371	0.00803	0.16443	0.01079	0.22141	0.29269	0.67908	0.3318	1.43717	0.11695	0.21866	0.16379	0.47683	0.19394	0.25425	0.23731	1.28059	0.05404	0.36007	0.09373	1.37836	0.19946	0.93513	1.02846	2.45061	2.06094	12.26932	0.57476	0.5032	0.61357	0.39858
170	2	field	2.76155	0.72833	2.11543	0.18785	0.10484	0.40259	0.74615	0.04537	0.01937	4.35606	0.01366	0.03373	0.04174	0.00001	0.00053	0.00348	0.39107	0.24525	0.02374	0.00001	0.888	0.0204	0.00001	0.38565	0.00001	0.23421	0.12452	0.19644	0.07543	1.03466	0.08069	0.10105	0.02429	0.05016	0.01947	0.03761	0.02806	0.12618	0.05796	0.14845	0.02628	0.58948	0.01765	0.38482	0.42507	0.99912	1.12028	3.16656	0.32229	0.31117	0.32349	0.2194
171	2	field	2.01087	0.66774	4.69059	0.18684	0.11693	0.40655	0.70087	0.05439	0.02012	5.04248	0.00001	0.03187	0.05077	0.00805	0.0046	0.0116	0.48689	0.13045	0.02439	0.00001	0.49785	0.02823	0.01115	0.32056	0.01284	0.18186	0.10604	0.25122	0.09277	0.80641	0.1452	0.16334	0.04546	0.08938	0.04022	0.06127	0.04644	0.19871	0.0432	0.3183	0.03397	4.39288	0.0295	0.58525	0.62361	1.36436	1.30862	5.33319	0.32291	0.33468	0.51464	0.24362
172	1	field	2.18272	0.61239	4.9691	0.26868	0.17715	0.40819	1.10347	0.08337	0.02984	5.93457	0.02127	0.06836	0.10492	0.00613	0.00895	0.02305	0.64399	0.18873	0.04538	0.02257	0.73632	0.02603	0.01246	0.321	0.01462	0.26327	0.13718	0.27542	0.11001	1.09166	0.1121	0.21272	0.06706	0.15614	0.05098	0.0905	0.07156	0.34018	0.0411	0.46266	0.0591	1.50521	0.0541	0.97328	1.25387	3.06301	2.36384	10.29697	0.86622	0.71234	0.54717	0.55158
173	1	field	1.54798	0.47168	2.11019	0.19102	0.1032	0.21982	0.39637	0.04382	0.05586	4.20381	0.03302	0.09484	0.32053	0.02264	0.02427	0.09991	0.44974	0.08591	0.12161	0.0096	0.43571	0.01547	0.00707	0.2064	0.00001	0.17032	0.10903	0.23217	0.09894	0.92175	0.0837	0.12456	0.0494	0.1179	0.04123	0.07143	0.05581	0.26988	0.02339	0.30322	0.03709	1.15652	0.04021	0.92779	0.94586	1.97732	2.40634	4.99844	0.56458	0.69833	0.22001	0.38028
174	2	field	2.96084	0.7368	4.1637	0.08444	0.13097	0.45035	1.11434	0.05542	0.02483	6.12816	0.00001	0.034	0.04674	0.00001	0.00001	0.01097	0.4176	0.09926	0.02499	0.02605	0.58178	0.01831	0.00001	0.17551	0.00001	0.15456	0.08706	0.20909	0.08137	0.68223	0.11207	0.15588	0.03931	0.07318	0.0294	0.05321	0.03279	0.17458	0.05974	0.22654	0.03823	0.82052	0.02309	0.50237	0.56707	1.04587	1.24116	4.25178	0.28996	0.33568	0.25927	0.19579
175	2	field	3.01601	0.74905	4.66411	0.3487	0.1582	0.59195	1.74217	0.06508	0.04657	7.8914	0.04225	0.05156	0.05823	0.00001	0.00781	0.0125	0.55604	0.00001	0.03785	0.05047	0.75987	0.03656	0.00474	0.37901	0.01041	0.27543	0.14631	0.27884	0.1074	1.10846	0.12006	0.34997	0.08328	0.11825	0.05075	0.07241	0.05851	0.30823	0.04991	0.59978	0.05846	1.40648	0.03413	0.78136	0.73914	2.01469	1.69232	13.43412	0.55971	0.50206	1.67041	0.46392
176	1	field	0.76898	0.21438	3.52672	0.34136	0.2794	0.10862	2.45349	0.07126	0.04447	1.74215	0.0081	0.13945	0.18323	0.00891	0.01877	0.01235	0.27115	0.05182	0.01242	0.00001	0.11762	0.00001	0.00001	0.04252	0.00001	0.03577	0.01575	0.03949	0.00988	0.15714	0.01962	0.02612	0.00726	0.01086	0.00528	0.00642	0.00674	0.02477	0.00001	0.03686	0.00273	0.15436	0.00379	0.12033	0.10156	0.2438	0.19791	0.67042	0.06067	0.05717	0.04522	0.04357
177	2	field	2.52495	0.71728	12.3622	0.75369	0.46695	0.48854	4.43682	0.1491	0.04992	7.01108	0.02543	0.10704	0.09946	0.01225	0.01066	0.01388	0.64208	0.00001	0.04058	0.01442	0.67313	0.01758	0.00727	0.27074	0.00984	0.22143	0.10811	0.23639	0.0851	0.75631	0.11315	0.14966	0.03631	0.07415	0.02821	0.04813	0.03463	0.16107	0.02406	0.19163	0.0277	0.66814	0.02502	0.43235	0.47382	1.02444	1.24411	3.34291	0.37599	0.36504	0.33479	0.25323
178	2	field	2.90125	0.77861	4.14899	0.26986	0.15996	0.59354	0.9819	0.06502	0.02868	5.83074	0.01748	0.05169	0.06359	0.00406	0.00504	0.02498	0.51013	0.1922	0.04879	0.04064	0.65151	0.03475	0.00698	0.27639	0.00947	0.28657	0.1346	0.25935	0.11684	0.86129	0.09027	0.17533	0.05745	0.09674	0.04277	0.05572	0.05031	0.24282	0.05494	0.28695	0.03668	0.9545	0.03448	0.6862	0.71982	1.86088	1.55388	5.16376	0.42265	0.43348	0.50602	0.34374
179	1	field	0.87209	0.25011	1.17762	0.07754	0.04595	0.09786	0.21852	0.01994	0.00927	1.42434	0.00001	0.00876	0.01851	0.00001	0.00001	0.00001	0.11708	0.02097	0.00557	0.00001	0.0809	0.00001	0.00001	0.07363	0.00001	0.04212	0.00921	0.02622	0.01007	0.1277	0.05834	0.03084	0.00801	0.01085	0.00508	0.0087	0.00556	0.02086	0.00001	0.03295	0.00729	0.14741	0.00318	0.11462	0.10844	0.18579	0.19595	0.56978	0.07106	0.04735	0.04666	0.04052
180	2	field	2.6167	0.82466	2.81081	0.34582	0.16812	0.52023	1.07535	0.05748	0.05407	8.4327	0.02258	0.05239	0.09858	0.00821	0.0113	0.0372	0.58739	0.15492	0.04857	0.03736	0.91323	0.03132	0.01067	0.40369	0.02913	0.32141	0.21914	0.50967	0.23438	1.08806	0.24552	0.25646	0.08959	0.21186	0.07931	0.12341	0.10478	0.46294	0.05081	0.31991	0.03998	0.99365	0.04868	0.7762	0.80543	1.6751	1.74319	5.10409	0.71097	0.45812	0.56459	0.2859
181	1	field	1.39678	0.41311	2.26351	0.42977	0.34307	0.2525	1.76988	0.11057	0.04459	4.06293	0.01651	0.07172	0.08097	0.00001	0.00001	0.0107	0.19596	0.16746	0.00559	0.00001	0.29707	0.00001	0.00001	0.07873	0.00001	0.08444	0.05536	0.1192	0.03607	0.67489	0.02631	0.10963	0.02312	0.03921	0.01544	0.01816	0.0171	0.0862	0.01004	0.16362	0.01413	0.36291	0.00887	0.20568	0.1596	0.28955	0.20921	1.43715	0.09204	0.0863	0.29811	0.08958
182	2	field	2.65771	0.78082	8.43077	0.31086	0.21075	0.49886	2.19681	0.09271	0.05343	8.02478	0.02478	0.08859	0.10686	0.00869	0.00862	0.02069	1.23474	0.29576	0.03991	0.04274	0.77309	0.05419	0.01241	0.40102	0.01317	0.37392	0.1806	0.39153	0.17865	1.16581	0.10974	0.23339	0.06124	0.13703	0.05274	0.07815	0.06514	0.24864	0.03426	0.25728	0.03567	0.89638	0.0332	0.61362	0.59536	1.71201	1.3455	8.1745	0.32607	0.37041	1.08138	0.31504
183	1	field	0.93876	0.33392	1.16713	0.08545	0.05134	0.14423	0.23584	0.02424	0.00703	2.89859	0.01659	0.00876	0.01153	0.00001	0.00001	0.00323	0.11669	0.05695	0.00521	0.00001	0.06659	0.00001	0.00001	0.03797	0.00001	0.03013	0.01108	0.02767	0.00851	0.12556	0.00001	0.03201	0.00976	0.01116	0.00001	0.00306	0.00352	0.02775	0.00001	0.03406	0.00551	0.13841	0.0044	0.12521	0.09199	0.24291	0.15738	0.50418	0.03277	0.04873	0.07272	0.02621
184	1	field	2.64768	0.52905	3.03469	0.27821	0.12744	0.44554	0.80278	0.06055	0.03554	7.69324	0.02506	0.05634	0.06612	0.01103	0.00667	0.01681	0.52453	0.33845	0.03508	0.03822	0.60845	0.02543	0.00599	0.24631	0.00001	0.19721	0.10048	0.20916	0.08306	0.84318	0.13347	0.19039	0.05362	0.10558	0.03709	0.07625	0.05372	0.23416	0.04501	0.28443	0.03457	2.72995	0.0419	0.83942	0.96343	1.77728	2.03537	7.83154	0.59971	0.50615	0.74426	0.389
185	1	field	0.86663	0.2293	1.12766	0.11867	0.07766	0.13074	0.24531	0.03326	0.02283	1.44248	0.01129	0.01907	0.02987	0.00001	0.00001	0.00862	0.12885	0.03027	0.01385	0.00001	0.10543	0.00791	0.00001	0.02972	0.00001	0.0488	0.01863	0.03445	0.01398	0.18204	0.02506	0.04181	0.00962	0.01348	0.00744	0.01016	0.00769	0.0336	0.00001	0.07311	0.00728	0.30105	0.00669	0.13124	0.1309	0.21733	0.20294	0.78695	0.06445	0.06582	0.06184	0.04965
186	1	field	2.18774	0.56653	8.42501	0.40544	0.25582	0.38418	5.62979	0.10452	0.05306	7.5541	0.03085	0.1987	0.21387	0.0092	0.00974	0.01914	0.7259	0.48949	0.04094	0.00001	2.27628	0.04183	0.00001	0.21942	0.01169	0.33283	0.26484	0.63112	0.27338	1.87719	0.10986	0.29967	0.08128	0.18451	0.07149	0.1089	0.08239	0.39654	0.03232	0.4506	0.05488	1.46218	0.04227	0.74121	0.85759	1.23479	1.78488	4.06281	0.35643	0.30913	0.26557	0.18497
187	2	field	3.42993	1.00184	4.55888	0.4056	0.2142	0.53194	1.24174	0.0791	0.04965	10.40841	0.03131	0.1072	0.1654	0.0154	0.01646	0.04231	0.70266	0.00001	0.09016	0.09002	1.37986	0.03332	0.0138	0.27566	0.01916	0.34975	0.20964	0.39012	0.18151	1.30541	0.15994	0.3226	0.09065	0.17182	0.0729	0.11537	0.08238	0.35786	0.05953	0.45581	0.07486	1.85573	0.05393	1.33895	1.59122	3.34281	3.35983	21.16623	1.04743	0.80398	3.6032	0.64313
188	1	field	1.26107	0.32553	1.73534	0.13878	0.08474	0.24397	0.68266	0.03548	0.02997	2.02081	0.00944	0.02957	0.0545	0.00682	0.00001	0.02625	0.23796	0.05879	0.01512	0.00001	0.19289	0.00001	0.00001	0.03969	0.00001	0.08419	0.0351	0.07275	0.02818	0.78317	0.04025	0.13157	0.0182	0.02675	0.01331	0.01992	0.01621	0.0769	0.01192	0.20969	0.02106	0.44422	0.01001	0.193	0.16708	0.21765	0.19685	0.47188	0.03425	0.05314	0.05837	0.03541
189	1	field	2.37921	0.66359	4.24135	0.27241	0.14125	0.43815	0.71493	0.06222	0.03548	8.557	0.03823	0.07725	0.06084	0.00001	0.08326	0.01806	0.54536	0.14897	0.0387	0.00001	0.59626	0.02459	0.00001	0.16854	0.00001	0.22604	0.08477	0.18983	0.06484	0.67365	0.09819	0.24649	0.03376	0.08619	0.0353	0.05541	0.04042	0.18383	0.03737	0.26812	0.03114	1.01578	0.03025	0.86811	0.79085	1.9693	1.36016	7.99793	0.39482	0.45278	0.40246	0.25371
190	1	field	1.42658	0.59388	4.09397	0.16239	0.09075	0.2712	1.13961	0.03213	0.02081	2.75529	0.00872	0.03733	0.04692	0.00001	0.00001	0.00001	0.21109	0.09517	0.01615	0.00001	0.22124	0.01103	0.00001	0.06057	0.00328	0.06968	0.02794	0.06322	0.03399	0.26117	0.03427	0.0624	0.01488	0.02553	0.00838	0.01742	0.01226	0.05478	0.00001	0.10537	0.00702	0.31562	0.00771	0.15635	0.11973	0.21959	0.12671	0.2573	0.03438	0.064	0.06526	0.03233
191	2	field	3.31103	0.86334	20.69164	0.48294	0.2938	0.50347	2.09443	0.14679	0.05739	10.06898	0.04257	0.13992	0.18662	0.01284	0.01351	0.05684	0.62827	0.22528	0.09014	0.05701	1.01909	0.03439	0.01268	0.31671	0.01363	0.33927	0.22356	0.48698	0.21519	1.61133	0.19384	0.49411	0.0916	0.21455	0.07854	0.18125	0.09712	0.46873	0.06236	0.53019	0.06933	2.00993	0.06813	1.28075	1.27077	3.00132	2.15962	15.07087	0.6575	0.57569	1.1467	0.4086
192	2	field	2.22874	0.7043	2.91994	0.08294	0.13046	0.39425	0.91232	0.05948	0.02851	7.50407	0.01369	0.03902	0.05272	0.01233	0.00885	0.01581	0.29818	0.24651	0.03034	0.00001	0.4487	0.03718	0.00001	0.24294	0.00001	0.28212	0.0821	0.18038	0.07887	0.68737	0.12365	0.21795	0.03579	0.07469	0.03508	0.11254	0.03787	0.18331	0.05145	0.27961	0.03369	0.91185	0.02732	0.70527	0.62317	1.86417	1.04064	9.08922	0.51334	0.29842	1.40922	0.28841
193	1	field	3.17164	0.69297	29.54005	0.48959	0.35192	0.46309	18.35894	0.14844	0.09974	9.09268	0.04813	0.37995	0.40862	0.01589	0.01066	0.03081	1.35281	0.5398	0.06424	0.05553	2.73665	0.05492	0.01374	0.32343	0.03157	0.413	0.31886	0.70185	0.32717	2.6678	0.13132	0.62676	0.1259	0.32738	0.11587	0.26251	0.15303	0.66942	0.04557	1.01962	0.0846	26.07122	0.0915	1.27448	1.3537	3.513	2.05204	16.99571	0.62489	0.6209	0.96303	0.47979
194	1	field	3.03445	0.90036	5.11968	0.30956	0.16945	0.56988	1.03488	0.08267	0.05332	8.8244	0.03039	0.1395	0.09366	0.00001	0.00001	0.02094	1.85246	0.26646	0.04045	0.04474	1.01566	0.15533	0.02698	0.51284	0.10447	1.08538	0.26605	0.67589	0.26133	4.9302	0.25596	1.66411	0.1776	0.4314	0.16002	0.30761	0.18036	0.69201	0.04865	3.64203	0.11946	5.74379	0.07507	1.75707	1.01733	1.57858	1.1867	3.07968	0.3318	0.33158	0.14709	0.12143
195	2	field	3.01955	0.97504	7.5827	0.74176	0.17515	0.53427	1.23607	0.08501	0.03917	9.738	0.03245	0.38555	0.1279	0.01079	0.01397	0.03367	0.57622	0.25479	0.05499	0.05405	1.1115	0.03051	0.01184	2.874	0.01711	0.4753	0.26069	0.64574	0.27179	1.64364	0.24552	0.3053	0.12962	0.29591	0.10587	0.31643	0.12123	0.57087	0.10614	0.57483	0.0824	2.30321	0.08137	1.47728	1.44451	2.76023	2.24444	8.10875	0.81208	0.66577	1.07109	0.52215
197	1	field	3.64367	0.99217	6.21695	0.42085	0.23511	0.75666	4.1093	0.08019	0.07037	9.6744	0.04217	0.15142	0.11231	0.01081	0.00071	0.02984	0.73197	0.89163	0.05002	0.05375	4.33652	0.21521	0.01008	1.60227	0.05378	1.61312	0.75364	1.9312	0.85867	8.36709	0.64529	0.92639	0.21903	0.49731	0.18469	0.3226	0.19835	0.7893	0.09758	1.02639	0.06524	3.08949	0.0764	1.45097	1.68143	2.297	1.77269	5.81146	0.65509	0.66509	0.43426	0.50716
198	2	field	1.92546	0.76894	2.49942	0.27643	0.13782	0.45184	1.5665	0.04506	0.03098	6.60566	0.03655	0.09071	0.0777	0.00543	0.00239	0.01531	0.29432	0.23118	0.02178	0.04084	0.93807	0.03936	0.00001	0.22092	0.02523	0.36987	0.18007	0.42618	0.22601	1.37961	0.11659	0.40013	0.06037	0.17201	0.06646	0.18587	0.06767	0.33726	0.04806	0.48352	0.04507	3.01131	0.04609	0.92601	0.83683	2.28986	1.0937	6.18961	0.46661	0.45056	0.21902	0.31377
199	2	field	19.47427	1.61405	1512.68224	57.16992	46.1284	1.13867	506.11066	13.08978	3.31528	22.72906	0.4559	3.10778	3.58401	0.34341	0.3138	0.43999	36.0884	2.64915	1.81249	0.20434	12.66177	0.72908	0.12509	1.62091	0.15541	1.1714	0.97082	1.79005	0.58714	4.98056	0.59681	1.22107	5.61636	0.53174	0.17675	0.46361	0.22029	0.89084	0.07675	0.83461	0.26519	3.18116	0.10698	1.53334	1.44727	3.1391	2.61919	8.65642	0.82415	0.65763	0.5924	0.51837
201	1	field	2.37065	0.61819	3.09636	0.50897	0.43203	0.37074	3.41018	0.14556	0.06895	9.78031	0.03113	0.08909	0.27388	0.01573	0.0131	0.01866	0.88267	0.25954	0.08468	0.02815	1.28593	0.04554	0.00896	0.36393	0.02378	0.34786	0.21194	0.53705	0.25374	1.61388	0.22448	0.30128	0.1156	0.26576	0.11519	0.17866	0.13167	0.78593	0.08374	1.17288	0.12767	3.87187	0.14415	3.81298	2.26944	5.17079	3.34336	11.45934	0.89151	0.94315	0.90277	0.65338
202	2	field	2.04686	0.72649	7.2669	0.21373	0.20361	0.38255	1.18448	0.09099	0.02595	7.35315	0.02278	0.09054	0.09592	0.01439	0.0055	0.0123	0.54883	0.14919	0.02814	0.0494	0.6779	0.02526	0.00789	0.1514	0.0098	0.20234	0.09494	0.19528	0.06114	0.88188	0.09451	0.15064	0.04886	0.10132	0.04504	0.08177	0.05348	0.23895	0.06369	0.33201	0.05334	1.45972	0.03848	1.00988	0.97351	2.51111	1.78358	13.85157	0.89801	0.47825	0.63104	0.4319
203	1	field	2.20264	0.72898	4.71234	0.26503	0.1629	0.45199	1.14939	0.06547	0.04442	5.24741	0.02004	0.06363	0.07765	0.01114	0.00791	0.00882	0.60773	0.15291	0.0328	0.04185	0.59431	0.02244	0.00737	0.21157	0.01502	0.22873	0.11532	0.25484	0.11195	1.29183	0.09187	0.33818	0.06829	0.12909	0.05171	0.07205	0.06838	0.30521	0.02992	0.7793	0.07699	1.77176	0.0509	0.98049	0.93835	1.78063	1.65585	3.75208	0.38464	0.4493	0.47321	0.28613
204	2	field	2.58292	0.89557	4.16984	0.18862	0.24107	0.48417	1.60843	0.08359	0.07214	6.6011	0.01223	0.28545	0.26016	0.0276	0.02394	0.02149	0.80989	0.38691	0.06165	0.0659	2.14192	0.16905	0.01556	0.36367	0.01206	0.49181	0.22408	0.58405	0.26337	1.21861	0.16983	0.2796	0.07985	0.19206	0.0609	0.12067	0.07823	0.36001	0.06886	0.26453	0.03206	0.91795	0.03001	0.64385	0.71926	1.55881	1.24443	4.57521	0.59082	0.45583	0.24469	0.39578
205	1	field	1.7871	0.57141	5.07189	0.7414	0.63822	0.29044	18.82273	0.24581	0.06725	7.65185	0.03749	0.0689	0.00001	0.0107	0.0115	0.01816	0.43613	0.14854	0.06064	0.02906	0.79231	0.02885	0.01269	0.28017	0.01323	0.22973	0.14278	0.29418	0.1158	1.0542	0.16258	0.1987	0.06662	0.13441	0.04714	0.16379	0.06674	0.30968	0.06695	0.43561	0.05982	1.78458	0.04843	1.10012	0.92093	2.82014	1.98879	7.91994	0.76866	0.57388	0.33542	0.47915
206	2	field	3.9499	0.9976	3.97301	0.2832	0.12885	0.74243	1.23043	0.05175	0.02827	10.37058	0.02107	0.05238	0.04727	0.00001	0.00001	0.00001	0.46513	0.2475	0.02982	0.00001	1.04254	0.02954	0.00001	0.46768	0.00001	0.40907	0.20449	0.34686	0.15176	1.12564	0.28583	0.28421	0.07786	0.14615	0.05387	0.16014	0.07434	0.29774	0.09256	0.54771	0.0717	2.17797	0.04853	1.34711	1.41325	3.95345	2.26366	17.86391	1.22926	0.77201	2.2179	0.74234
207	1	field	1.8281	0.75016	3.66297	0.52816	0.41604	0.32392	2.90788	0.12785	0.06943	7.39604	0.05146	0.07102	0.1094	0.01022	0.0128	0.02731	0.54916	0.1575	0.07899	0.02768	0.80855	0.0264	0.01629	0.24294	0.02001	0.19463	0.14237	0.34196	0.086	1.08231	0.12878	0.17327	0.07051	0.15133	0.05082	0.38798	0.07237	0.36285	0.05346	0.52768	0.0576	2.73012	0.07529	1.64253	1.83182	3.83968	2.79089	12.38812	1.09152	0.78881	0.73595	0.55051
208	2	field	2.24246	0.80495	2.23991	0.20079	0.11859	0.44901	0.52149	0.03964	0.02169	7.38908	0.01833	0.03871	0.03846	0.00001	0.00001	0.01243	0.49256	0.15122	0.04498	0.00001	0.68949	0.03115	0.00001	0.29499	0.0092	0.29202	0.13952	0.2617	0.10717	1.05864	0.1558	0.20971	0.06195	0.14724	0.06551	0.20577	0.07694	0.33201	0.06566	0.50171	0.06636	2.39395	0.06347	1.45054	1.3786	2.76022	2.34275	6.4368	0.94257	0.76815	0.55741	0.6853
209	1	field	1.69933	0.52905	2.7668	0.22845	0.17012	0.22904	0.52441	0.09059	0.02855	6.87153	0.04713	0.12793	0.09917	0.00951	0.01038	0.0253	0.58522	0.16006	0.0933	0.02862	0.67623	0.01983	0.0076	0.25075	0.01576	0.20621	0.13476	0.2667	0.08401	1.06554	0.1032	0.15896	0.07248	0.14904	0.05685	0.13924	0.0764	0.32843	0.03814	0.39645	0.05261	1.89402	0.07139	1.23619	1.18062	3.33184	2.78513	12.26476	0.99614	0.81595	0.82993	0.68552
210	1	field	2.57495	0.71599	5.27697	0.34837	0.1629	0.39004	0.71204	0.07988	0.02941	7.63605	0.03684	0.05333	0.06839	0.0073	0.00972	0.01333	0.5303	0.1422	0.0407	0.02659	0.63812	0.01617	0.00865	0.28593	0.01132	0.23798	0.11198	0.23381	0.10581	1.10894	0.2332	0.20862	0.06563	0.13084	0.05679	0.07246	0.06655	0.32384	0.05306	0.471	0.0617	2.1205	0.06327	1.38518	1.44609	2.27001	2.14992	5.65677	0.61227	0.47296	0.36922	0.32558
